No. of voting,Title,Subscript,Link,voting_id,Session,Dates
107,Ustawa budżetowa na rok 2021,Poprawka 106,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,10414.html",10414,"Posiedzenie: 20. posiedzenie Senatu RP X kadencji, 2 dzień","11, 12 i 13 stycznia 2021 r."
108,Ustawa budżetowa na rok 2021,Poprawka 107,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,10415.html",10415,"Posiedzenie: 20. posiedzenie Senatu RP X kadencji, 2 dzień","11, 12 i 13 stycznia 2021 r."
109,Ustawa budżetowa na rok 2021,Poprawka 108,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,10416.html",10416,"Posiedzenie: 20. posiedzenie Senatu RP X kadencji, 2 dzień","11, 12 i 13 stycznia 2021 r."
110,Ustawa budżetowa na rok 2021,Poprawka 109,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,10417.html",10417,"Posiedzenie: 20. posiedzenie Senatu RP X kadencji, 2 dzień","11, 12 i 13 stycznia 2021 r."
111,Ustawa budżetowa na rok 2021,Poprawka 110,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,10418.html",10418,"Posiedzenie: 20. posiedzenie Senatu RP X kadencji, 2 dzień","11, 12 i 13 stycznia 2021 r."
112,Ustawa budżetowa na rok 2021,Poprawka 111,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,10419.html",10419,"Posiedzenie: 20. posiedzenie Senatu RP X kadencji, 2 dzień","11, 12 i 13 stycznia 2021 r."
113,Ustawa budżetowa na rok 2021,Poprawka 112,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,10420.html",10420,"Posiedzenie: 20. posiedzenie Senatu RP X kadencji, 2 dzień","11, 12 i 13 stycznia 2021 r."
114,Ustawa budżetowa na rok 2021,Poprawka 113,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,10421.html",10421,"Posiedzenie: 20. posiedzenie Senatu RP X kadencji, 2 dzień","11, 12 i 13 stycznia 2021 r."
115,Ustawa budżetowa na rok 2021,Przyjęcie ustawy wraz z poprawkami,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,10422.html",10422,"Posiedzenie: 20. posiedzenie Senatu RP X kadencji, 2 dzień","11, 12 i 13 stycznia 2021 r."
116,Głosowanie próbne,NA,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,10423.html",10423,"Posiedzenie: 20. posiedzenie Senatu RP X kadencji, 3 dzień","11, 12 i 13 stycznia 2021 r."
117,"Ustawa o zmianie ustawy o szczególnych rozwiązaniach związanych z zapobieganiem, przeciwdziałaniem i zwalczaniem COVID-19, innych chorób zakaźnych oraz wywołanych nimi sytuacji kryzysowych oraz niektórych innych ustaw",Poprawka 1,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,10424.html",10424,"Posiedzenie: 20. posiedzenie Senatu RP X kadencji, 3 dzień","11, 12 i 13 stycznia 2021 r."
118,"Ustawa o zmianie ustawy o szczególnych rozwiązaniach związanych z zapobieganiem, przeciwdziałaniem i zwalczaniem COVID-19, innych chorób zakaźnych oraz wywołanych nimi sytuacji kryzysowych oraz niektórych innych ustaw",Poprawka 2,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,10425.html",10425,"Posiedzenie: 20. posiedzenie Senatu RP X kadencji, 3 dzień","11, 12 i 13 stycznia 2021 r."
119,"Ustawa o zmianie ustawy o szczególnych rozwiązaniach związanych z zapobieganiem, przeciwdziałaniem i zwalczaniem COVID-19, innych chorób zakaźnych oraz wywołanych nimi sytuacji kryzysowych oraz niektórych innych ustaw",Poprawka 3,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,10426.html",10426,"Posiedzenie: 20. posiedzenie Senatu RP X kadencji, 3 dzień","11, 12 i 13 stycznia 2021 r."
120,"Ustawa o zmianie ustawy o szczególnych rozwiązaniach związanych z zapobieganiem, przeciwdziałaniem i zwalczaniem COVID-19, innych chorób zakaźnych oraz wywołanych nimi sytuacji kryzysowych oraz niektórych innych ustaw",Poprawka 4,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,10427.html",10427,"Posiedzenie: 20. posiedzenie Senatu RP X kadencji, 3 dzień","11, 12 i 13 stycznia 2021 r."
121,"Ustawa o zmianie ustawy o szczególnych rozwiązaniach związanych z zapobieganiem, przeciwdziałaniem i zwalczaniem COVID-19, innych chorób zakaźnych oraz wywołanych nimi sytuacji kryzysowych oraz niektórych innych ustaw",Poprawka 5,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,10428.html",10428,"Posiedzenie: 20. posiedzenie Senatu RP X kadencji, 3 dzień","11, 12 i 13 stycznia 2021 r."
122,"Ustawa o zmianie ustawy o szczególnych rozwiązaniach związanych z zapobieganiem, przeciwdziałaniem i zwalczaniem COVID-19, innych chorób zakaźnych oraz wywołanych nimi sytuacji kryzysowych oraz niektórych innych ustaw","Poprawka 6, 7","https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,10429.html",10429,"Posiedzenie: 20. posiedzenie Senatu RP X kadencji, 3 dzień","11, 12 i 13 stycznia 2021 r."
123,"Ustawa o zmianie ustawy o szczególnych rozwiązaniach związanych z zapobieganiem, przeciwdziałaniem i zwalczaniem COVID-19, innych chorób zakaźnych oraz wywołanych nimi sytuacji kryzysowych oraz niektórych innych ustaw",Poprawka 8,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,10430.html",10430,"Posiedzenie: 20. posiedzenie Senatu RP X kadencji, 3 dzień","11, 12 i 13 stycznia 2021 r."
124,"Ustawa o zmianie ustawy o szczególnych rozwiązaniach związanych z zapobieganiem, przeciwdziałaniem i zwalczaniem COVID-19, innych chorób zakaźnych oraz wywołanych nimi sytuacji kryzysowych oraz niektórych innych ustaw",Poprawka 9,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,10431.html",10431,"Posiedzenie: 20. posiedzenie Senatu RP X kadencji, 3 dzień","11, 12 i 13 stycznia 2021 r."
125,"Ustawa o zmianie ustawy o szczególnych rozwiązaniach związanych z zapobieganiem, przeciwdziałaniem i zwalczaniem COVID-19, innych chorób zakaźnych oraz wywołanych nimi sytuacji kryzysowych oraz niektórych innych ustaw",Poprawka 10,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,10432.html",10432,"Posiedzenie: 20. posiedzenie Senatu RP X kadencji, 3 dzień","11, 12 i 13 stycznia 2021 r."
126,"Ustawa o zmianie ustawy o szczególnych rozwiązaniach związanych z zapobieganiem, przeciwdziałaniem i zwalczaniem COVID-19, innych chorób zakaźnych oraz wywołanych nimi sytuacji kryzysowych oraz niektórych innych ustaw",Poprawka 11,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,10433.html",10433,"Posiedzenie: 20. posiedzenie Senatu RP X kadencji, 3 dzień","11, 12 i 13 stycznia 2021 r."
127,"Ustawa o zmianie ustawy o szczególnych rozwiązaniach związanych z zapobieganiem, przeciwdziałaniem i zwalczaniem COVID-19, innych chorób zakaźnych oraz wywołanych nimi sytuacji kryzysowych oraz niektórych innych ustaw",Poprawka 12,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,10434.html",10434,"Posiedzenie: 20. posiedzenie Senatu RP X kadencji, 3 dzień","11, 12 i 13 stycznia 2021 r."
128,"Ustawa o zmianie ustawy o szczególnych rozwiązaniach związanych z zapobieganiem, przeciwdziałaniem i zwalczaniem COVID-19, innych chorób zakaźnych oraz wywołanych nimi sytuacji kryzysowych oraz niektórych innych ustaw",Poprawka 13,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,10435.html",10435,"Posiedzenie: 20. posiedzenie Senatu RP X kadencji, 3 dzień","11, 12 i 13 stycznia 2021 r."
129,"Ustawa o zmianie ustawy o szczególnych rozwiązaniach związanych z zapobieganiem, przeciwdziałaniem i zwalczaniem COVID-19, innych chorób zakaźnych oraz wywołanych nimi sytuacji kryzysowych oraz niektórych innych ustaw",Poprawka 14,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,10436.html",10436,"Posiedzenie: 20. posiedzenie Senatu RP X kadencji, 3 dzień","11, 12 i 13 stycznia 2021 r."
130,"Ustawa o zmianie ustawy o szczególnych rozwiązaniach związanych z zapobieganiem, przeciwdziałaniem i zwalczaniem COVID-19, innych chorób zakaźnych oraz wywołanych nimi sytuacji kryzysowych oraz niektórych innych ustaw","Poprawka 15, 18, 20, 22","https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,10437.html",10437,"Posiedzenie: 20. posiedzenie Senatu RP X kadencji, 3 dzień","11, 12 i 13 stycznia 2021 r."
131,"Ustawa o zmianie ustawy o szczególnych rozwiązaniach związanych z zapobieganiem, przeciwdziałaniem i zwalczaniem COVID-19, innych chorób zakaźnych oraz wywołanych nimi sytuacji kryzysowych oraz niektórych innych ustaw",Poprawka 16,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,10438.html",10438,"Posiedzenie: 20. posiedzenie Senatu RP X kadencji, 3 dzień","11, 12 i 13 stycznia 2021 r."
132,"Ustawa o zmianie ustawy o szczególnych rozwiązaniach związanych z zapobieganiem, przeciwdziałaniem i zwalczaniem COVID-19, innych chorób zakaźnych oraz wywołanych nimi sytuacji kryzysowych oraz niektórych innych ustaw",Poprawka 17,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,10439.html",10439,"Posiedzenie: 20. posiedzenie Senatu RP X kadencji, 3 dzień","11, 12 i 13 stycznia 2021 r."
133,"Ustawa o zmianie ustawy o szczególnych rozwiązaniach związanych z zapobieganiem, przeciwdziałaniem i zwalczaniem COVID-19, innych chorób zakaźnych oraz wywołanych nimi sytuacji kryzysowych oraz niektórych innych ustaw",Poprawka 19,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,10440.html",10440,"Posiedzenie: 20. posiedzenie Senatu RP X kadencji, 3 dzień","11, 12 i 13 stycznia 2021 r."
134,"Ustawa o zmianie ustawy o szczególnych rozwiązaniach związanych z zapobieganiem, przeciwdziałaniem i zwalczaniem COVID-19, innych chorób zakaźnych oraz wywołanych nimi sytuacji kryzysowych oraz niektórych innych ustaw",Poprawka 21,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,10441.html",10441,"Posiedzenie: 20. posiedzenie Senatu RP X kadencji, 3 dzień","11, 12 i 13 stycznia 2021 r."
135,"Ustawa o zmianie ustawy o szczególnych rozwiązaniach związanych z zapobieganiem, przeciwdziałaniem i zwalczaniem COVID-19, innych chorób zakaźnych oraz wywołanych nimi sytuacji kryzysowych oraz niektórych innych ustaw",Poprawka 23,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,10442.html",10442,"Posiedzenie: 20. posiedzenie Senatu RP X kadencji, 3 dzień","11, 12 i 13 stycznia 2021 r."
136,"Ustawa o zmianie ustawy o szczególnych rozwiązaniach związanych z zapobieganiem, przeciwdziałaniem i zwalczaniem COVID-19, innych chorób zakaźnych oraz wywołanych nimi sytuacji kryzysowych oraz niektórych innych ustaw",Przyjęcie ustawy wraz z poprawkami,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,10443.html",10443,"Posiedzenie: 20. posiedzenie Senatu RP X kadencji, 3 dzień","11, 12 i 13 stycznia 2021 r."
137,Ustawa o rezerwach strategicznych,"Poprawka 1-6, 8, 9","https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,10444.html",10444,"Posiedzenie: 20. posiedzenie Senatu RP X kadencji, 3 dzień","11, 12 i 13 stycznia 2021 r."
138,Ustawa o rezerwach strategicznych,Poprawka 7,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,10445.html",10445,"Posiedzenie: 20. posiedzenie Senatu RP X kadencji, 3 dzień","11, 12 i 13 stycznia 2021 r."
139,Ustawa o rezerwach strategicznych,Poprawka 10,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,10446.html",10446,"Posiedzenie: 20. posiedzenie Senatu RP X kadencji, 3 dzień","11, 12 i 13 stycznia 2021 r."
140,Ustawa o rezerwach strategicznych,Poprawka 11,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,10447.html",10447,"Posiedzenie: 20. posiedzenie Senatu RP X kadencji, 3 dzień","11, 12 i 13 stycznia 2021 r."
141,Ustawa o rezerwach strategicznych,Poprawka 12,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,10448.html",10448,"Posiedzenie: 20. posiedzenie Senatu RP X kadencji, 3 dzień","11, 12 i 13 stycznia 2021 r."
142,Ustawa o rezerwach strategicznych,Poprawka 13,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,10449.html",10449,"Posiedzenie: 20. posiedzenie Senatu RP X kadencji, 3 dzień","11, 12 i 13 stycznia 2021 r."
143,Ustawa o rezerwach strategicznych,Poprawka 14,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,10450.html",10450,"Posiedzenie: 20. posiedzenie Senatu RP X kadencji, 3 dzień","11, 12 i 13 stycznia 2021 r."
144,Ustawa o rezerwach strategicznych,Poprawka 15,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,10451.html",10451,"Posiedzenie: 20. posiedzenie Senatu RP X kadencji, 3 dzień","11, 12 i 13 stycznia 2021 r."
145,Ustawa o rezerwach strategicznych,Przyjęcie ustawy wraz z poprawkami,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,10452.html",10452,"Posiedzenie: 20. posiedzenie Senatu RP X kadencji, 3 dzień","11, 12 i 13 stycznia 2021 r."
146,Ustawa o rezerwach strategicznych,Wniosek o odrzucenie ustawy,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,10453.html",10453,"Posiedzenie: 20. posiedzenie Senatu RP X kadencji, 3 dzień","11, 12 i 13 stycznia 2021 r."
147,Ustawa o rozliczaniu ceny lokali lub budynków w cenie nieruchomości zbywanych z gminnego zasobu nieruchomości,Wniosek o przyjęcie ustawy bez poprawek,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,10454.html",10454,"Posiedzenie: 20. posiedzenie Senatu RP X kadencji, 3 dzień","11, 12 i 13 stycznia 2021 r."
148,Ustawa o promowaniu wytwarzania energii elektrycznej w morskich farmach wiatrowych,Wniosek o przyjęcie ustawy bez poprawek,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,10455.html",10455,"Posiedzenie: 20. posiedzenie Senatu RP X kadencji, 3 dzień","11, 12 i 13 stycznia 2021 r."
149,"Ustawa o zmianie ustawy o Służbie Więziennej, ustawy o zapobieganiu oraz zwalczaniu zakażeń i chorób zakaźnych u ludzi oraz ustawy o szczególnych rozwiązaniach związanych z zapobieganiem, przeciwdziałaniem i zwalczaniem COVID-19, innych chorób zakaźnych oraz wywołanych nimi sytuacji kryzysowych",Poprawka 1,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,10456.html",10456,"Posiedzenie: 20. posiedzenie Senatu RP X kadencji, 3 dzień","11, 12 i 13 stycznia 2021 r."
150,"Ustawa o zmianie ustawy o Służbie Więziennej, ustawy o zapobieganiu oraz zwalczaniu zakażeń i chorób zakaźnych u ludzi oraz ustawy o szczególnych rozwiązaniach związanych z zapobieganiem, przeciwdziałaniem i zwalczaniem COVID-19, innych chorób zakaźnych oraz wywołanych nimi sytuacji kryzysowych",Poprawka 2,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,10457.html",10457,"Posiedzenie: 20. posiedzenie Senatu RP X kadencji, 3 dzień","11, 12 i 13 stycznia 2021 r."
151,"Ustawa o zmianie ustawy o Służbie Więziennej, ustawy o zapobieganiu oraz zwalczaniu zakażeń i chorób zakaźnych u ludzi oraz ustawy o szczególnych rozwiązaniach związanych z zapobieganiem, przeciwdziałaniem i zwalczaniem COVID-19, innych chorób zakaźnych oraz wywołanych nimi sytuacji kryzysowych",Poprawka 3,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,10458.html",10458,"Posiedzenie: 20. posiedzenie Senatu RP X kadencji, 3 dzień","11, 12 i 13 stycznia 2021 r."
152,"Ustawa o zmianie ustawy o Służbie Więziennej, ustawy o zapobieganiu oraz zwalczaniu zakażeń i chorób zakaźnych u ludzi oraz ustawy o szczególnych rozwiązaniach związanych z zapobieganiem, przeciwdziałaniem i zwalczaniem COVID-19, innych chorób zakaźnych oraz wywołanych nimi sytuacji kryzysowych",Poprawka 4,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,10459.html",10459,"Posiedzenie: 20. posiedzenie Senatu RP X kadencji, 3 dzień","11, 12 i 13 stycznia 2021 r."
153,"Ustawa o zmianie ustawy o Służbie Więziennej, ustawy o zapobieganiu oraz zwalczaniu zakażeń i chorób zakaźnych u ludzi oraz ustawy o szczególnych rozwiązaniach związanych z zapobieganiem, przeciwdziałaniem i zwalczaniem COVID-19, innych chorób zakaźnych oraz wywołanych nimi sytuacji kryzysowych",Poprawka 5,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,10460.html",10460,"Posiedzenie: 20. posiedzenie Senatu RP X kadencji, 3 dzień","11, 12 i 13 stycznia 2021 r."
154,"Ustawa o zmianie ustawy o Służbie Więziennej, ustawy o zapobieganiu oraz zwalczaniu zakażeń i chorób zakaźnych u ludzi oraz ustawy o szczególnych rozwiązaniach związanych z zapobieganiem, przeciwdziałaniem i zwalczaniem COVID-19, innych chorób zakaźnych oraz wywołanych nimi sytuacji kryzysowych",Przyjęcie ustawy wraz z poprawkami,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,10461.html",10461,"Posiedzenie: 20. posiedzenie Senatu RP X kadencji, 3 dzień","11, 12 i 13 stycznia 2021 r."
155,Ustawa o zmianie ustawy – Kodeks postępowania administracyjnego oraz niektórych innych ustaw,Poprawka,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,10462.html",10462,"Posiedzenie: 20. posiedzenie Senatu RP X kadencji, 3 dzień","11, 12 i 13 stycznia 2021 r."
156,Ustawa o zmianie ustawy – Kodeks postępowania administracyjnego oraz niektórych innych ustaw,"Wniosek mniejszości 1, 2","https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,10463.html",10463,"Posiedzenie: 20. posiedzenie Senatu RP X kadencji, 3 dzień","11, 12 i 13 stycznia 2021 r."
157,Ustawa o zmianie ustawy – Kodeks postępowania administracyjnego oraz niektórych innych ustaw,Przyjęcie ustawy wraz z poprawkami,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,10464.html",10464,"Posiedzenie: 20. posiedzenie Senatu RP X kadencji, 3 dzień","11, 12 i 13 stycznia 2021 r."
158,Ustawa o zmianie ustawy – Kodeks postępowania karnego,Wniosek o przyjęcie ustawy bez poprawek,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,10465.html",10465,"Posiedzenie: 20. posiedzenie Senatu RP X kadencji, 3 dzień","11, 12 i 13 stycznia 2021 r."
159,"Ustawa o zasadach współpracy prawnej w sprawach karnych między Rzecząpospolitą Polską i terytorium, do którego stosuje się prawo karne należące do właściwości Ministra Sprawiedliwości Tajwanu",Wniosek o przyjęcie ustawy bez poprawek,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,10466.html",10466,"Posiedzenie: 20. posiedzenie Senatu RP X kadencji, 3 dzień","11, 12 i 13 stycznia 2021 r."
160,"Ustawa o zmianie zakresu obowiązywania Konwencji Rady Europy o zapobieganiu i zwalczaniu przemocy wobec kobiet i przemocy domowej, sporządzonej w Stambule dnia 11 maja 2011 r.",Poprawka,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,10467.html",10467,"Posiedzenie: 20. posiedzenie Senatu RP X kadencji, 3 dzień","11, 12 i 13 stycznia 2021 r."
161,"Ustawa o zmianie zakresu obowiązywania Konwencji Rady Europy o zapobieganiu i zwalczaniu przemocy wobec kobiet i przemocy domowej, sporządzonej w Stambule dnia 11 maja 2011 r.",Przyjęcie ustawy wraz z poprawką,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,10468.html",10468,"Posiedzenie: 20. posiedzenie Senatu RP X kadencji, 3 dzień","11, 12 i 13 stycznia 2021 r."
162,Drugie czytanie projektu ustawy o zmianie ustawy o kosztach sądowych w sprawach cywilnych,Wniosek o przyjęcie projektu,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,10469.html",10469,"Posiedzenie: 20. posiedzenie Senatu RP X kadencji, 3 dzień","11, 12 i 13 stycznia 2021 r."
163,Drugie czytanie projektu ustawy o zmianie ustawy o Trybunale Stanu,Wniosek o przyjęcie projektu,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,10470.html",10470,"Posiedzenie: 20. posiedzenie Senatu RP X kadencji, 3 dzień","11, 12 i 13 stycznia 2021 r."
164,Drugie czytanie projektu ustawy o zmianie ustawy – Prawo łowieckie,Poprawka 1,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,10471.html",10471,"Posiedzenie: 20. posiedzenie Senatu RP X kadencji, 3 dzień","11, 12 i 13 stycznia 2021 r."
165,Drugie czytanie projektu ustawy o zmianie ustawy – Prawo łowieckie,Poprawka 2,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,10472.html",10472,"Posiedzenie: 20. posiedzenie Senatu RP X kadencji, 3 dzień","11, 12 i 13 stycznia 2021 r."
166,Drugie czytanie projektu ustawy o zmianie ustawy – Prawo łowieckie,Poprawka 3,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,10473.html",10473,"Posiedzenie: 20. posiedzenie Senatu RP X kadencji, 3 dzień","11, 12 i 13 stycznia 2021 r."
167,Drugie czytanie projektu ustawy o zmianie ustawy – Prawo łowieckie,Przyjęcie projektu wraz z poprawkami,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,10474.html",10474,"Posiedzenie: 20. posiedzenie Senatu RP X kadencji, 3 dzień","11, 12 i 13 stycznia 2021 r."
168,Drugie czytanie projektu ustawy o zmianie ustawy o samorządzie powiatowym oraz ustawy o samorządzie województwa,Poprawka 1 - 5,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,10475.html",10475,"Posiedzenie: 20. posiedzenie Senatu RP X kadencji, 3 dzień","11, 12 i 13 stycznia 2021 r."
169,Drugie czytanie projektu ustawy o zmianie ustawy o samorządzie powiatowym oraz ustawy o samorządzie województwa,Przyjęcie projektu wraz z poprawkami,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,10476.html",10476,"Posiedzenie: 20. posiedzenie Senatu RP X kadencji, 3 dzień","11, 12 i 13 stycznia 2021 r."
170,Drugie czytanie projektu ustawy o zmianie ustawy o pomocy społecznej,Poprawka,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,10477.html",10477,"Posiedzenie: 20. posiedzenie Senatu RP X kadencji, 3 dzień","11, 12 i 13 stycznia 2021 r."
171,Drugie czytanie projektu ustawy o zmianie ustawy o pomocy społecznej,Przyjęcie projektu wraz z poprawką,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,10478.html",10478,"Posiedzenie: 20. posiedzenie Senatu RP X kadencji, 3 dzień","11, 12 i 13 stycznia 2021 r."
172,Drugie czytanie projektu rezolucji w sprawie wzmocnienia współpracy ze Stanami Zjednoczonymi,Wniosek o odrzucenie projektu,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,10479.html",10479,"Posiedzenie: 20. posiedzenie Senatu RP X kadencji, 3 dzień","11, 12 i 13 stycznia 2021 r."
173,Drugie czytanie projektu rezolucji w sprawie wzmocnienia współpracy ze Stanami Zjednoczonymi,Poprawka,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,10480.html",10480,"Posiedzenie: 20. posiedzenie Senatu RP X kadencji, 3 dzień","11, 12 i 13 stycznia 2021 r."
174,Drugie czytanie projektu rezolucji w sprawie wzmocnienia współpracy ze Stanami Zjednoczonymi,Wniosek o przyjęcie projektu,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,10481.html",10481,"Posiedzenie: 20. posiedzenie Senatu RP X kadencji, 3 dzień","11, 12 i 13 stycznia 2021 r."
175,Drugie czytanie projektu uchwały na zakończenie Roku Świętego  Jana Pawła II,Wniosek o przyjęcie projektu,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,10482.html",10482,"Posiedzenie: 20. posiedzenie Senatu RP X kadencji, 3 dzień","11, 12 i 13 stycznia 2021 r."
1,Głosowanie próbne,NA,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,10483.html",10483,"Posiedzenie: 21. posiedzenie Senatu RP X kadencji, 1 dzień","17, 18 i 19 lutego 2021 r."
2,Wniosek formalny,NA,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,10484.html",10484,"Posiedzenie: 21. posiedzenie Senatu RP X kadencji, 1 dzień","17, 18 i 19 lutego 2021 r."
3,Głosowanie próbne,NA,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,10485.html",10485,"Posiedzenie: 21. posiedzenie Senatu RP X kadencji, 2 dzień","17, 18 i 19 lutego 2021 r."
4,Wniosek formalny,NA,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,10486.html",10486,"Posiedzenie: 21. posiedzenie Senatu RP X kadencji, 2 dzień","17, 18 i 19 lutego 2021 r."
5,Wyrażenie zgody na powołanie Rzecznika Praw Obywatelskich,NA,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,10487.html",10487,"Posiedzenie: 21. posiedzenie Senatu RP X kadencji, 2 dzień","17, 18 i 19 lutego 2021 r."
6,Drugie czytanie projektu uchwały w 50. rocznicę strajku włókniarek w Łodzi,Wniosek o przyjęcie projektu,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,10489.html",10489,"Posiedzenie: 21. posiedzenie Senatu RP X kadencji, 2 dzień","17, 18 i 19 lutego 2021 r."
7,Głosowanie próbne,NA,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,10490.html",10490,"Posiedzenie: 21. posiedzenie Senatu RP X kadencji, 3 dzień","17, 18 i 19 lutego 2021 r."
8,Wniosek formalny,NA,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,10491.html",10491,"Posiedzenie: 21. posiedzenie Senatu RP X kadencji, 3 dzień","17, 18 i 19 lutego 2021 r."
9,Wniosek formalny,NA,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,10492.html",10492,"Posiedzenie: 21. posiedzenie Senatu RP X kadencji, 3 dzień","17, 18 i 19 lutego 2021 r."
10,Zmiany w składzie komisji senackich,Wniosek o podjęcie uchwały,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,10493.html",10493,"Posiedzenie: 21. posiedzenie Senatu RP X kadencji, 3 dzień","17, 18 i 19 lutego 2021 r."
11,Ustawa o służbie zagranicznej,Wniosek o odrzucenie ustawy,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,10494.html",10494,"Posiedzenie: 21. posiedzenie Senatu RP X kadencji, 3 dzień","17, 18 i 19 lutego 2021 r."
12,Ustawa o kolejnym w 2021 r. dodatkowym rocznym świadczeniu pieniężnym dla emerytów i rencistów,Poprawka 1,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,10495.html",10495,"Posiedzenie: 21. posiedzenie Senatu RP X kadencji, 3 dzień","17, 18 i 19 lutego 2021 r."
